longitude,latitude,region_id,region_name,municipality_id,municipality_name,census_block,typology,number_dwellings,number_buildings,avg_dwellings_per_building,avg_number_storeys,avg_floor_area_dwelling(m2),avg_floor_area_building(m2),total_area(m2),replace_cost_per_building_area(USD/m2),replace_cost_per_building_area(LocalCurrency/m2),replace_cost_per_building(USD),replace_cost_per_building(LocalCurrency),total_replace_cost(USD),total_replace_cost(LocalCurrency),occupants_per_dwelling,occupants_per_building,total_occupants,is_urban,
-70.87521,-53.11570,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001006,1,2.00,2.00,1.00,2.44,229.20,229.20,459.09,380.47,,87202.97,,174668.42,,3.08,3.08,6.18,True
-70.87521,-53.11570,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001006,2,0.32,0.01,26.71,4.90,55.42,1480.10,17.82,380.47,,563128.66,,6780.60,,3.05,81.50,0.98,True
-70.87521,-53.11570,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001006,3,0.10,0.00,56.89,13.33,87.91,5001.00,9.03,380.47,,1902713.94,,3436.57,,3.05,173.60,0.31,True
-70.87521,-53.11570,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001006,5,0.07,0.07,1.00,1.54,79.11,79.11,5.62,242.47,,19180.98,,1363.17,,3.18,3.18,0.23,True
-70.87521,-53.11570,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001006,6,0.02,0.02,1.00,1.47,144.67,144.67,3.49,242.47,,35076.86,,847.20,,3.18,3.18,0.08,True
-70.87521,-53.11570,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001006,12,0.06,0.00,32.00,4.00,63.10,2019.33,3.65,242.47,,489621.12,,884.32,,2.69,86.07,0.16,True
-70.87521,-53.11570,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001006,7,0.02,0.02,1.00,2.17,111.89,111.89,1.74,242.47,,27128.92,,421.99,,3.18,3.18,0.05,True
-70.87521,-53.11570,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001006,15,8.99,8.99,1.00,1.40,71.36,71.36,641.73,202.60,,14457.62,,130014.13,,3.13,3.13,28.18,True
-70.87521,-53.11570,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001006,16,0.03,0.03,1.00,,,,,,,1280.00,,33.91,,2.20,2.20,0.06,True
-70.87565,-53.12385,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001009,2,0.32,0.01,26.71,4.90,55.42,1480.10,17.82,380.47,,563128.66,,6780.60,,3.05,81.50,0.98,True
-70.87565,-53.12385,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001009,3,0.10,0.00,56.89,13.33,87.91,5001.00,9.03,380.47,,1902713.94,,3436.57,,3.05,173.60,0.31,True
-70.87565,-53.12385,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001009,5,0.07,0.07,1.00,1.54,79.11,79.11,5.62,242.47,,19180.98,,1363.17,,3.18,3.18,0.23,True
-70.87565,-53.12385,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001009,6,0.02,0.02,1.00,1.47,144.67,144.67,3.49,242.47,,35076.86,,847.20,,3.18,3.18,0.08,True
-70.87565,-53.12385,12,Región de Magallanes y Antártica Chilena,12101,Punta Arenas,12101011001009,12,0.06,0.00,32.00,4.00,63.10,2019.33,3.65,242.47,,489621.12,,884.32,,2.69,86.07,0.16,True
