longitude,latitude,region_id,region_name,municipality_id,municipality_name,census_block,typology,number_dwellings,number_buildings,avg_dwellings_per_building,avg_number_storeys,avg_floor_area_dwelling(m2),avg_floor_area_building(m2),total_area(m2),replace_cost_per_building_area(USD/m2),replace_cost_per_building_area(LocalCurrency/m2),replace_cost_per_building(USD),replace_cost_per_building(LocalCurrency),total_replace_cost(USD),total_replace_cost(LocalCurrency),occupants_per_dwelling,occupants_per_building,total_occupants,is_urban,
-70.15954,-20.20758,1,Región_de_Tarapacá,1101,Iquique,1101011001001,1,0.1,0.1,1.0,2.2,152.9,152.9,16.2,503.6,,76998.7,,8133.7,,3.7,3.7,0.4,True
-70.15954,-20.20758,1,Región_de_Tarapacá,1101,Iquique,1101011001001,2,1.0,0.0,29.6,6.2,61.7,1824.0,59.1,503.6,,918516.6,,29754.8,,2.8,84.2,2.7,True
-70.15954,-20.20758,1,Región_de_Tarapacá,1101,Iquique,1101011001001,3,6.0,0.0,145.7,19.0,73.5,10702.1,437.1,503.6,,5389239.7,,220123.9,,2.8,414.5,16.9,True
-70.15954,-20.20758,1,Región_de_Tarapacá,1101,Iquique,1101011001001,4,2.5,0.0,109.6,27.1,99.5,10906.2,253.5,503.6,,5491989.2,,127630.8,,2.8,311.9,7.2,True
-70.15954,-20.20758,1,Región_de_Tarapacá,1101,Iquique,1101011001001,6,0.2,0.2,1.0,1.5,55.4,55.4,13.7,326.4,,18099.1,,4466.8,,3.9,3.9,1.0,True
-70.15954,-20.20758,1,Región_de_Tarapacá,1101,Iquique,1101011001001,8,1.1,1.1,1.0,1.5,65.9,65.9,75.7,326.4,,21513.3,,24710.0,,3.9,3.9,4.5,True
-70.15954,-20.20758,1,Región_de_Tarapacá,1101,Iquique,1101011001001,16,0.1,0.1,1.0,,,,,,,1280.0,,92.8,,2.6,2.6,0.2,True
-70.15954,-20.20758,1,Región_de_Tarapacá,1101,Iquique,1101011001001,18,0.1,0.1,1.0,,,,,,,1280.0,,99.2,,2.2,2.2,0.2,True
-70.15344,-20.21211,1,Región_de_Tarapacá,1101,Iquique,1101011001002,1,0.1,0.1,1.0,2.2,152.9,152.9,16.2,503.6,,76998.7,,8133.7,,3.7,3.7,0.4,True
-70.15344,-20.21211,1,Región_de_Tarapacá,1101,Iquique,1101011001002,2,1.0,0.0,29.6,6.2,61.7,1824.0,59.1,503.6,,918516.6,,29754.8,,2.8,84.2,2.7,True
-70.15344,-20.21211,1,Región_de_Tarapacá,1101,Iquique,1101011001002,3,6.0,0.0,145.7,19.0,73.5,10702.1,437.1,503.6,,5389239.7,,220123.9,,2.8,414.5,16.9,True
-70.15344,-20.21211,1,Región_de_Tarapacá,1101,Iquique,1101011001002,4,2.5,0.0,109.6,27.1,99.5,10906.2,253.5,503.6,,5491989.2,,127630.8,,2.8,311.9,7.2,True
-70.15344,-20.21211,1,Región_de_Tarapacá,1101,Iquique,1101011001002,6,0.2,0.2,1.0,1.5,55.4,55.4,13.7,326.4,,18099.1,,4466.8,,3.9,3.9,1.0,True
-70.15344,-20.21211,1,Región_de_Tarapacá,1101,Iquique,1101011001002,8,1.1,1.1,1.0,1.5,65.9,65.9,75.7,326.4,,21513.3,,24710.0,,3.9,3.9,4.5,True
-70.15344,-20.21211,1,Región_de_Tarapacá,1101,Iquique,1101011001002,16,0.1,0.1,1.0,,,,,,,1280.0,,92.8,,2.6,2.6,0.2,True
-70.15344,-20.21211,1,Región_de_Tarapacá,1101,Iquique,1101011001002,18,0.1,0.1,1.0,,,,,,,1280.0,,99.2,,2.2,2.2,0.2,True
-70.15335,-20.21247,1,Región_de_Tarapacá,1101,Iquique,1101011001003,1,0.1,0.1,1.0,2.2,152.9,152.9,16.2,503.6,,76998.7,,8133.7,,3.7,3.7,0.4,True
-70.15335,-20.21247,1,Región_de_Tarapacá,1101,Iquique,1101011001003,2,1.0,0.0,29.6,6.2,61.7,1824.0,59.1,503.6,,918516.6,,29754.8,,2.8,84.2,2.7,True
-70.15335,-20.21247,1,Región_de_Tarapacá,1101,Iquique,1101011001003,3,6.0,0.0,145.7,19.0,73.5,10702.1,437.1,503.6,,5389239.7,,220123.9,,2.8,414.5,16.9,True
-70.15335,-20.21247,1,Región_de_Tarapacá,1101,Iquique,1101011001003,4,2.5,0.0,109.6,27.1,99.5,10906.2,253.5,503.6,,5491989.2,,127630.8,,2.8,311.9,7.2,True
-70.15335,-20.21247,1,Región_de_Tarapacá,1101,Iquique,1101011001003,6,0.2,0.2,1.0,1.5,55.4,55.4,13.7,326.4,,18099.1,,4466.8,,3.9,3.9,1.0,True
